Symbol,Date,Open,High,Low,Close,Percent Change,Volume,52High,52Low,EMA_20,EMA_50,RSI,30D_Avg_Volume,Slope_20,Slope_50,Crossover
CHL,2026-01-21,279.0,282.5,274.5,277.0,1.13,128073.0,332.5,223.4,262.5980278498194,262.09169226026415,64.8506151142355,44460.63333333333,1.1147421505710895,0.3870750166412563,True
AKPL,2026-01-20,250.0,256.0,250.0,254.5,2.99,248194.0,317.0,231.1,246.76721476558038,246.67771152319747,64.54293628808864,87330.76666666666,0.2494155784980478,0.0801653627844587,True
GMFIL,2026-01-18,454.7,506.0,454.7,488.0,5.2,104242.0,540.0,393.1,463.4771559120291,463.31192268259645,67.0682730923695,54395.46666666667,0.45045602289289943,0.12924849481574938,True
SIFC,2026-01-14,501.0,514.0,496.1,511.0,3.23,32198.0,687.4,450.0,501.9525741644967,501.4283695870186,57.53920386007237,14161.633333333333,0.20890706214420335,0.09504458599506052,True
BPCL,2026-01-08,752.0,765.0,746.9,764.0,0.94,116648.0,819.0,612.0,735.7000802420719,735.524731357047,62.88184438040347,100728.73333333334,2.4639256484161707,0.8073630877070854,True
GFCL,2026-01-08,647.5,647.5,624.5,624.9,-2.05,46772.0,738.0,550.0,597.2440672973981,595.8437782890987,60.10028653295126,18403.733333333334,3.056493064101983,1.0511985297014916,True
ICFC,2026-01-08,648.1,652.8,648.0,649.0,-0.44,17446.0,715.0,567.6,634.7373067704017,634.5961347023205,60.335917312661515,24478.933333333334,1.1256143666776324,0.3589517062272762,True
MDB,2026-01-07,600.0,607.9,598.0,605.0,0.83,26084.0,705.8,530.5,581.7578777049789,580.5789907289346,66.41651031894936,15138.833333333334,1.4740386498793896,0.517496715435891,True
RADHI,2026-01-06,751.0,771.0,750.5,764.7,1.96,231496.0,940.0,618.8,741.3501648333176,740.5798423414642,65.79898770788144,116903.33333333333,1.115951958923779,0.3978509096078596,True
JBBL,2026-01-06,340.9,342.9,335.0,335.9,0.27,97912.0,395.0,295.0,324.1489880072397,323.6129370023959,64.11764705882351,48174.8,0.6526655506409498,0.22872667252647716,True
SAPDBL,2026-01-04,872.2,872.2,850.0,861.9,-3.16,57603.0,1065.7,595.7,829.375892287541,828.702547213591,60.69020230067433,46943.13333333333,3.38785738775789,1.1068045847689745,True
MPFL,2025-12-18,573.3,595.0,573.3,588.9,0.67,68094.0,744.0,491.0,556.2450537167039,555.2927660574427,69.79166666666666,16841.166666666668,1.5728069946664618,0.5077107116889238,True
API,2025-12-18,290.0,290.8,287.0,288.0,-0.69,103102.0,370.0,269.0,285.9464140105889,285.8357858629085,40.6015037593985,91157.2,0.21253158118033752,0.07206146008461474,True
SBI,2025-11-30,413.9,413.9,397.5,405.0,-0.44,25352.0,441.0,368.0,396.57221608790974,396.1139403225072,67.28110599078342,27526.833333333332,0.6888172230761939,0.24154335121891107,True
NHDL,2025-11-30,701.0,718.0,700.7,710.0,-0.7,3086.0,796.0,606.2,689.7117755769547,688.4989273188355,64.53957996768983,4179.166666666667,1.8020128798328188,0.6419195511242378,True
PPCL,2025-11-26,340.0,344.0,334.3,343.0,0.97,34554.0,462.0,284.1,327.8897674371015,327.14406558322196,61.39130434782611,24480.3,1.5323084239851255,0.5463504365873405,True
NIFRA,2025-11-25,286.0,288.6,280.0,288.6,1.26,319730.0,299.0,232.0,273.7735527259751,273.67828280184733,66.52892561983468,166732.1,0.920384901373211,0.2977472283866405,True
NLICL,2025-11-23,610.0,618.0,600.0,618.0,3.17,87785.0,644.0,538.4,603.6206853155107,603.3728352158446,44.692144373673024,19352.433333333334,0.26970606355300786,0.0878057859881892,True
SPDL,2025-11-03,423.0,438.0,422.1,437.0,3.31,562831.0,474.0,326.0,400.74155265894365,400.00323526142967,56.60377358490567,156679.6,1.8125669160492635,0.5941773342351098,True
NABBC,2025-08-03,1691.0,1820.0,1691.0,1722.86,3.86,22637.0,1835.0,662.0,1639.7384272173201,1635.3234144812363,52.02404254213507,27518.366666666665,2.963383397650523,1.0446009157651588,True
CFCL,2025-07-21,562.0,562.0,542.2,554.49,0.62,36931.0,699.0,455.0,536.0048336983639,535.3417993323438,69.35580574245554,25757.233333333334,2.293484882742041,0.8045642915767985,True
