Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
GBIME,Global Ime Bank,Commercial Banks,254.80,17.06,14.93,1.45,10.2,9.73,0.87,+74.97%,+94.62%,-12.51%,-2.34%,+12.40%,+10.88%,+21.30%,17,Good
HDL,Himalayan Distillery,Manufacturing And Processing,"1,226.00",24.31,50.42,10.14,0.16,20.11,17.35,+396.76%,+193.19%,+106.98%,-12.66%,+7.44%,+5.15%,+23.14%,17,Good
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,294.00,10.56,27.84,3.07,0.9,11.02,5.8,+57.85%,+56.53%,-21.07%,+2.02%,+15.29%,+30.20%,+26.32%,17,Good
JBBL,Jyoti Bikas Bank,Development Bank,384.90,14.16,27.18,2.48,9.85,9.13,0.84,+342.56%,+92.42%,+121.28%,+4.09%,+16.81%,+17.74%,+13.50%,17,Good
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,506.00,20.43,24.76,3.2,10.8,12.92,1.1,+99.69%,+91.44%,-0.16%,+3.78%,+10.48%,+15.79%,+28.70%,17,Good
MAKAR,Makar Jitumaya Suri Hydropower Limited,Hydro Power,541.50,21.06,25.72,4.71,2.18,18.34,5.76,+184.88%,+97.12%,+42.44%,+6.33%,+1.40%,-4.16%,-22.28%,17,Good
MHCL,Molung Hydropower Company Limited,Hydro Power,390.00,16.81,23.2,4.41,0.64,19.0,11.55,+65.15%,+68.70%,-17.43%,+3.89%,+11.43%,-0.74%,-23.81%,17,Good
MLBBL,Mithila Laghubitta Bikas Bank,Microcredit,"1,375.00",47.22,29.12,6.15,5.91,21.11,3.05,+57.18%,+77.30%,-21.41%,+6.06%,+2.46%,+5.06%,+1.53%,17,Good
NABIL,Nabil Bank,Commercial Banks,543.00,29.69,18.29,2.53,9.14,13.84,1.37,+170.90%,+95.90%,+14.32%,-10.90%,+9.06%,+10.53%,+15.60%,17,Good
NMB,NMB Bank,Commercial Banks,265.00,17.1,15.5,1.56,10.0,10.1,0.92,+79.98%,+90.43%,-14.29%,-5.54%,+11.11%,+10.42%,+14.54%,17,Good
PMHPL,Panchakanya Mai Hydropower,Hydro Power,396.00,15.26,25.94,4.66,1.73,17.96,6.57,+128.87%,+93.63%,+14.43%,+5.39%,+13.47%,+22.22%,+38.12%,17,Good
PPCL,Panchthar Power Company Ltd.,Hydro Power,434.00,18.8,23.08,4.37,2.05,18.95,6.21,+75.59%,+64.89%,-12.21%,+3.31%,+16.98%,+24.39%,+40.45%,17,Good
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microcredit,730.00,14.83,49.23,5.83,3.95,11.85,2.4,+263.24%,+104.33%,+81.62%,-2.26%,+13.87%,+13.71%,+5.06%,17,Good
SADBL,Shangrila Development Bank,Development Bank,453.80,16.21,28.0,2.96,10.08,10.58,0.95,+243.04%,+92.05%,+63.35%,-2.90%,+8.96%,+14.92%,+20.17%,17,Good
SBL,Siddhartha Bank,Commercial Banks,412.90,17.93,23.02,1.95,10.18,8.49,0.76,+309.35%,+95.53%,+94.93%,-3.13%,+9.81%,+8.23%,+58.27%,17,Good
SHEL,Singati Hydro Energy Limited,Hydro Power,348.00,13.58,25.62,3.02,0.94,11.78,6.06,+75.47%,+75.66%,-12.27%,+2.60%,+16.50%,+25.22%,+46.28%,17,Good
SRLI,Sanima Reliance Life Insurance Limited,Life Insurance,416.40,11.01,37.8,3.95,4.26,10.17,1.93,+84.61%,+98.27%,-7.70%,-2.09%,+5.95%,+4.36%,+2.85%,17,Good
SWASTIK,Swastik Laghubitta Bittiya Sanstha Limited,Microcredit,"2,895.00",28.94,100.04,18.37,7.02,18.37,2.29,+109.36%,+66.25%,+4.68%,+5.03%,+3.76%,+4.10%,+610.60%,17,Good
SWBBL,Swabalamban Bikas Bank,Microcredit,788.00,19.73,39.94,3.61,5.6,9.03,1.37,+198.25%,+85.25%,+41.17%,-4.10%,+8.09%,+7.07%,+1.04%,17,Good
TPC,Terhathum Power Company Limited,Hydro Power,411.30,16.54,24.87,4.08,0.49,16.4,11.0,+17.60%,+38.39%,-41.20%,+1.24%,+7.11%,+9.39%,+37.31%,17,Good
UHEWA,Upper Hewakhola Hydropower Company Limited,Hydro Power,623.60,29.81,20.92,4.73,1.37,22.63,9.53,+43.78%,+62.31%,-28.11%,+4.49%,+10.96%,+17.52%,-4.56%,17,Good
