Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
SANIMA,Sanima Bank,Commercial Banks,370.00,22.78,16.24,2.09,9.55,12.86,1.22,+51.06%,+33.75%,+13.29%,+4.56%,+5.80%,+5.27%,+4.83%,17,Good
SMB,Support Microfinance Bittiya Sanstha Ltd.,Microcredit,"1,820.00",56.82,32.03,8.87,7.56,27.7,3.24,+62.84%,+36.36%,+22.13%,+11.87%,-6.30%,+2.86%,-19.67%,17,Good
SWBBL,Swabalamban Bikas Bank,Microcredit,665.00,24.59,27.05,2.93,5.71,10.85,1.62,+86.95%,+49.61%,+24.63%,+3.69%,-2.75%,-6.79%,-23.99%,17,Good
ADBL,Agriculture Development Bank,Commercial Banks,307.89,16.11,19.11,1.32,9.8,6.88,0.64,+88.72%,+35.79%,+50.37%,+1.52%,+1.75%,+1.25%,+0.15%,16,Good
API,Api Power,Hydro Power,330.00,13.76,23.98,2.86,1.19,11.93,5.46,+54.51%,+35.98%,-1.90%,-1.92%,+0.58%,+0.27%,+17.55%,16,Good
GBLBS,Grameen Bikas Laghubitta,Microcredit,738.00,40.0,18.45,2.5,4.49,13.55,2.47,+37.14%,+50.62%,-8.57%,+6.15%,-0.57%,-0.94%,-14.89%,16,Good
GLBSL,Gurans Laghubitta Bittiya Sanstha,Microcredit,"1,795.90",40.62,44.21,10.63,9.58,24.05,2.27,+51.49%,+50.73%,+0.99%,+6.01%,+2.27%,+2.33%,-13.21%,16,Good
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,260.80",47.73,26.41,4.94,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,+1.94%,-3.00%,-2.27%,16,Good
NICL,Nepal Insurance,Non Life Insurance,499.00,5.55,89.97,2.45,0.71,3.21,1.88,"+2,038.10%",+52.82%,"+1,325.47%",+1.72%,-3.66%,+3.65%,-18.45%,16,Good
SHINE,Shine Resunga Development Bank,Development Bank,407.20,23.52,17.31,2.55,9.95,14.75,1.35,+49.83%,+34.36%,+12.37%,+4.20%,+2.05%,+0.54%,-1.38%,16,Good
SHIVM,Shivam Cements Ltd,Manufacturing And Processing,637.70,14.76,43.2,3.44,0.26,7.97,6.31,+73.41%,+58.46%,+15.61%,+2.73%,+3.18%,-2.57%,+6.77%,16,Good
SMPDA,Sampada Laghubitta Bittiya Sanstha Limited,Microcredit,745.00,25.2,29.56,4.66,8.78,15.75,1.61,+53.99%,+56.21%,+2.66%,+1.20%,-3.85%,-10.37%,-26.11%,16,Good
UNL,Unilever Nepal,Manufacturing And Processing,"48,500.00",1717.12,28.25,9.48,0.55,33.57,21.67,+62.28%,+49.79%,+8.19%,+10.53%,+0.42%,+2.56%,+6.66%,16,Good
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,Microcredit,"1,091.00",32.63,33.43,6.25,7.78,18.68,2.13,+48.61%,+38.46%,+11.46%,+6.56%,+1.77%,-1.81%,+17.39%,15,Good
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,556.00,11.16,49.82,4.93,0.29,9.91,7.69,+81.61%,+58.44%,+21.07%,+3.45%,-0.54%,-11.39%,-31.16%,15,Good
BNT,Bottlers Nepal (Terai),Manufacturing And Processing,"11,645.00",305.29,38.14,3.71,1.51,9.73,3.88,+104.47%,+64.98%,+36.32%,+3.85%,+0.09%,-0.73%,-8.22%,15,Good
CZBIL,Citizen Bank International,Commercial Banks,202.00,11.23,17.98,1.29,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,+2.54%,0.00%,-3.76%,15,Good
FMDBL,First Micro Finance Development Bank,Microcredit,781.00,14.18,55.07,5.69,2.09,10.33,3.35,+67.73%,+30.60%,+25.80%,+4.35%,-0.39%,-2.82%,-17.64%,15,Good
GBIME,Global Ime Bank,Commercial Banks,251.00,16.34,15.36,1.37,10.76,8.92,0.76,+41.49%,+35.16%,+6.12%,+2.58%,+4.69%,+9.22%,+2.44%,15,Good
ICFC,ICFC Finance,Finance,603.00,22.33,27.01,3.19,10.69,11.79,1.01,+156.23%,+35.59%,+92.17%,+7.20%,-0.98%,-2.89%,-6.53%,15,Good
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,473.60,23.15,20.45,2.63,9.88,12.86,1.18,+51.89%,+32.77%,+13.92%,+4.31%,-0.63%,-1.36%,-0.38%,15,Good
MFIL,Manjushree Financial Institution,Finance,775.00,21.6,35.89,4.25,10.13,11.86,1.07,+61.70%,+47.29%,+7.80%,+3.94%,+1.55%,+2.68%,+14.86%,15,Good
MNBBL,Muktinath Bikas Bank,Development Bank,366.30,15.71,23.32,2.36,9.87,10.13,0.93,+40.26%,+44.35%,-6.49%,+2.47%,+1.51%,+0.41%,-4.09%,15,Good
NABIL,Nabil Bank,Commercial Banks,556.00,29.22,19.03,2.25,9.22,11.82,1.16,+16.87%,+33.44%,-12.35%,+1.63%,+4.94%,+5.69%,+7.55%,15,Good
NHDL,Nepal Hydro Developers Ltd.,Hydro Power,640.00,16.75,38.2,5.18,0.21,13.55,11.23,+18.84%,+27.48%,-20.78%,+1.51%,+0.16%,+2.72%,-2.42%,15,Good
