Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
CORBL,Corporate Development Bank,Development Bank,"2,035.90",12.26,166.1,14.62,3.34,8.8,2.03,+272.91%,+64.69%,+148.61%,+2.56%,+10.78%,+13.06%,-8.31%,16,Good
HHL,Himalayan Hydropower Limited,Hydro Power,373.50,10.78,34.63,4.48,1.48,12.93,5.22,+62.51%,+75.60%,-18.75%,+2.55%,+6.98%,+2.22%,-13.80%,16,Good
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,253.00,10.56,23.96,2.64,0.9,11.02,5.8,+57.85%,+56.53%,-21.07%,+2.02%,-9.67%,-4.66%,-6.00%,16,Good
JBLB,Jeevan Bikas Laghubitta Bittya Sanstha Ltd,Microcredit,"1,309.00",47.73,27.42,5.13,6.32,18.7,2.56,+61.15%,+56.23%,-5.76%,-7.91%,+1.54%,-0.21%,+15.40%,16,Good
MANDU,Mandu Hydropower Limited,Hydro Power,808.20,26.85,30.1,5.29,1.6,17.57,6.76,+264.30%,+138.21%,+82.15%,+6.81%,-1.48%,-2.19%,-9.12%,16,Good
MLBBL,Mithila Laghubitta Bikas Bank,Microcredit,"1,200.00",47.22,25.41,5.37,5.91,21.11,3.05,+57.18%,+77.30%,-21.41%,+6.06%,-5.86%,-10.48%,-5.93%,16,Good
NHDL,Nepal Hydro Developers Ltd.,Hydro Power,636.00,21.15,30.08,5.22,0.24,17.37,14.04,+106.47%,+100.59%,-5.29%,-4.32%,+1.12%,-5.23%,-6.03%,16,Good
NMB,NMB Bank,Commercial Banks,242.00,16.08,15.05,1.46,9.17,9.71,0.95,+63.03%,+50.04%,-5.94%,-2.23%,+0.04%,+3.41%,+7.77%,16,Good
TPC,Terhathum Power Company Limited,Hydro Power,367.00,16.54,22.19,3.64,0.49,16.4,11.0,+17.60%,+38.39%,-41.20%,+1.24%,-5.42%,-6.64%,+4.32%,16,Good
UHEWA,Upper Hewakhola Hydropower Company Limited,Hydro Power,564.10,29.81,18.93,4.28,1.37,22.63,9.53,+43.78%,+62.31%,-28.11%,+4.49%,-2.42%,+1.13%,+3.08%,16,Good
UNL,Unilever Nepal,Manufacturing And Processing,"46,400.00",1587.19,29.23,10.03,0.97,34.3,17.45,+143.71%,+89.51%,+21.86%,-22.89%,-0.43%,+0.21%,+4.44%,16,Good
AKPL,Arun Kabeli Power Ltd.,Hydro Power,268.80,7.93,33.89,2.59,0.83,7.65,4.18,+166.33%,+97.39%,+33.17%,+2.45%,-2.56%,-2.19%,+0.19%,15,Good
AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,Microcredit,"1,123.00",52.53,21.38,7.11,8.3,33.28,3.58,+27.32%,+43.96%,-15.12%,+5.66%,+1.63%,+15.72%,+9.59%,15,Good
BGWT,Bhagawati Hydropower Development Company Limited,Hydro Power,657.00,11.16,58.87,5.83,0.29,9.91,7.69,+81.61%,+58.44%,+21.07%,+3.45%,-11.39%,-17.78%,-25.61%,15,Good
BPCL,Butwal Power,Hydro Power,670.00,13.22,50.67,3.15,0.1,6.21,5.62,+165.77%,+92.38%,+32.89%,-0.97%,-6.12%,-11.68%,+23.87%,15,Good
CKHL,Chirkhwa Hydropower Limited,Hydro Power,675.00,17.54,38.48,7.05,2.14,18.33,5.83,+100.21%,+74.60%,+0.10%,+4.81%,+2.25%,-9.05%,+0.57%,15,Good
CZBIL,Citizen Bank International,Commercial Banks,207.50,11.23,18.47,1.33,9.28,7.2,0.7,+264.06%,+45.95%,+142.71%,+4.14%,-2.84%,+4.77%,+2.62%,15,Good
