Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
API,Api Power,Hydro Power,351.00,14.03,25.02,2.99,1.03,11.93,5.89,+62.21%,+78.15%,-18.89%,+2.48%,+3.59%,+21.95%,+37.09%,17,Good
BHCL,Bikash Hydropower Company Limited,Hydro Power,562.00,11.05,50.87,5.24,0.31,10.29,7.88,+182.83%,+131.62%,+41.42%,+3.44%,-10.17%,+4.36%,+78.65%,17,Good
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,475.80,19.83,23.99,3.87,1.12,16.12,7.59,+28.52%,+66.81%,-35.74%,+5.24%,-6.90%,+3.02%,-11.39%,17,Good
GFCL,Goodwill Finance,Finance,648.10,23.61,27.45,2.53,5.66,9.2,1.38,+198.81%,+153.54%,+49.40%,+28.16%,-8.62%,+3.48%,-1.10%,17,Good
JBBL,Jyoti Bikas Bank,Development Bank,374.00,14.16,26.41,2.41,9.85,9.13,0.84,+342.56%,+92.42%,+121.28%,+4.09%,+3.39%,+14.73%,+12.65%,17,Good
MAKAR,Makar Jitumaya Suri Hydropower Limited,Hydro Power,508.00,21.06,24.13,4.42,2.18,18.34,5.76,+184.88%,+97.12%,+42.44%,+6.33%,-15.41%,-8.90%,-30.41%,17,Good
MLBL,Mahalaxmi Bikas Bank Limited,Development Bank,377.20,14.24,26.49,2.28,7.89,8.61,0.97,+213.74%,+99.44%,+56.87%,+0.03%,-4.45%,+5.58%,+4.42%,17,Good
MNBBL,Muktinath Bikas Bank,Development Bank,381.00,16.8,22.68,2.52,9.93,11.1,1.02,+198.98%,+91.14%,+31.68%,-10.98%,-0.10%,+9.83%,+22.35%,17,Good
PCBL,Prime Commercial Bank,Commercial Banks,247.50,19.5,12.69,1.49,8.2,11.76,1.28,+62.38%,+90.26%,-24.83%,-7.54%,-1.56%,+6.66%,+8.12%,17,Good
PMHPL,Panchakanya Mai Hydropower,Hydro Power,366.00,15.26,23.98,4.31,1.73,17.96,6.57,+128.87%,+93.63%,+14.43%,+5.39%,-10.23%,+15.21%,+24.82%,17,Good
PPCL,Panchthar Power Company Ltd.,Hydro Power,407.00,18.8,21.65,4.1,2.05,18.95,6.21,+75.59%,+64.89%,-12.21%,+3.31%,+1.49%,+19.12%,+29.17%,17,Good
SCB,Standard Chartered Bank,Commercial Banks,655.50,27.35,23.97,3.11,6.95,12.96,1.63,+98.41%,+88.48%,-0.80%,-5.27%,-6.25%,+2.99%,+6.34%,17,Good
SHL,Soaltee Hotel,Hotels,501.00,6.8,73.65,17.42,0.3,23.65,18.22,+181.24%,+132.46%,+40.62%,+1.60%,-3.96%,+3.25%,+18.66%,17,Good
SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Ltd,Microcredit,"1,735.00",38.11,45.52,8.41,9.79,18.48,1.71,+264.30%,+104.13%,+82.15%,+7.19%,+1.71%,+6.79%,-0.99%,17,Good
TPC,Terhathum Power Company Limited,Hydro Power,392.60,16.54,23.74,3.89,0.49,16.4,11.0,+17.60%,+38.39%,-41.20%,+1.24%,-2.08%,+7.65%,+29.40%,17,Good
UNL,Unilever Nepal,Manufacturing And Processing,"47,100.00",1587.19,29.68,10.18,0.97,34.3,17.45,+143.71%,+89.51%,+21.86%,-22.89%,+2.39%,+1.07%,+5.79%,17,Good
USHEC,Upper Solu Hydro Electric Company Limited,Hydro Power,507.50,28.69,17.69,4.3,2.05,24.29,7.97,+66.21%,+82.56%,-16.89%,+4.84%,+3.88%,+10.68%,-11.63%,17,Good
AKPL,Arun Kabeli Power Ltd.,Hydro Power,276.00,7.93,34.8,2.66,0.83,7.65,4.18,+166.33%,+97.39%,+33.17%,+2.45%,-5.69%,+14.54%,+24.94%,16,Good
CBBL,Chhimek Laghubitta Bikas Bank,Microcredit,918.00,31.85,28.82,3.93,5.5,13.63,2.1,+114.16%,+96.66%,-4.82%,-12.22%,-4.68%,+1.64%,+25.59%,16,Good
GBBL,Garima Bikas Bank,Development Bank,412.00,21.1,19.53,2.58,9.92,13.22,1.21,+153.47%,+87.15%,+19.56%,-4.08%,-2.19%,+5.89%,+12.62%,16,Good
GBIME,Global Ime Bank,Commercial Banks,237.90,17.06,13.94,1.36,10.2,9.73,0.87,+74.97%,+94.62%,-12.51%,-2.34%,-4.00%,+5.26%,+12.94%,16,Good
GILB,Global IME Laghubitta Bittiya Sanstha,Microcredit,"1,150.50",32.67,35.21,5.83,7.5,16.56,1.95,+70.32%,+106.77%,-18.70%,-10.36%,-0.17%,+2.27%,-0.33%,16,Good
GVL,Green Ventures Limited,Hydro Power,500.00,27.16,18.41,4.0,1.51,21.73,8.65,+54.10%,+75.78%,-22.95%,+3.44%,-5.98%,+1.62%,+2.49%,16,Good
HDL,Himalayan Distillery,Manufacturing And Processing,"1,175.50",24.31,48.35,9.72,0.16,20.11,17.35,+396.76%,+193.19%,+106.98%,-12.66%,-7.01%,+3.06%,+19.39%,16,Good
HHL,Himalayan Hydropower Limited,Hydro Power,389.00,10.78,36.07,4.67,1.48,12.93,5.22,+62.51%,+75.60%,-18.75%,+2.55%,+0.56%,+11.71%,-25.85%,16,Good
HPPL,Himalayan Power Partner Ltd.,Hydro Power,402.00,20.1,20.0,3.19,3.09,15.95,3.9,+67.59%,+84.33%,-16.20%,+3.04%,+7.78%,+17.99%,-10.39%,16,Good
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,279.00,10.56,26.42,2.91,0.9,11.02,5.8,+57.85%,+56.53%,-21.07%,+2.02%,-0.88%,+25.56%,+18.75%,16,Good
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,490.00,20.43,23.98,3.1,10.8,12.92,1.1,+99.69%,+91.44%,-0.16%,+3.78%,-0.38%,+8.88%,+24.62%,16,Good
MHCL,Molung Hydropower Company Limited,Hydro Power,365.00,16.81,21.72,4.12,0.64,19.0,11.55,+65.15%,+68.70%,-17.43%,+3.89%,-1.83%,-2.06%,-25.00%,16,Good
MLBBL,Mithila Laghubitta Bikas Bank,Microcredit,"1,295.00",47.22,27.42,5.79,5.91,21.11,3.05,+57.18%,+77.30%,-21.41%,+6.06%,-6.31%,-0.23%,-0.04%,16,Good
