Ticker,Stock Name,Sector,Today's Price,EPS (Trailing),P/E Ratio,P/B Ratio,DE,ROE,ROA,Net Profit % Change,Total Revenue % Change,Annualized EPS % Change,Book Value per Share % Change,Monthly Change (%),3-Month Change (%),Yearly Change (%),Score,Tier
API,Api Power,Hydro Power,353.00,14.03,25.16,3.0,1.03,11.93,5.89,+62.21%,+78.15%,-18.89%,+2.48%,+11.36%,+25.53%,+26.59%,17,Good
BHCL,Bikash Hydropower Company Limited,Hydro Power,562.00,11.05,50.87,5.24,0.31,10.29,7.88,+182.83%,+131.62%,+41.42%,+3.44%,-5.07%,+9.13%,+74.91%,17,Good
BHDC,Bindhyabasini Hydropower Development Company Limited,Hydro Power,467.80,19.83,23.59,3.8,1.12,16.12,7.59,+28.52%,+66.81%,-35.74%,+5.24%,-3.35%,+4.12%,-21.30%,17,Good
GBBL,Garima Bikas Bank,Development Bank,411.00,21.1,19.48,2.58,9.92,13.22,1.21,+153.47%,+87.15%,+19.56%,-4.08%,+0.74%,+8.44%,+4.55%,17,Good
GBIME,Global Ime Bank,Commercial Banks,236.30,17.06,13.85,1.35,10.2,9.73,0.87,+74.97%,+94.62%,-12.51%,-2.34%,+2.29%,+4.51%,+7.85%,17,Good
GBLBS,Grameen Bikas Laghubitta,Microcredit,775.00,43.75,17.72,2.79,4.51,15.73,2.86,+80.21%,+99.76%,-11.94%,-0.85%,-0.23%,0.00%,-6.67%,17,Good
GFCL,Goodwill Finance,Finance,647.00,23.61,27.4,2.52,5.66,9.2,1.38,+198.81%,+153.54%,+49.40%,+28.16%,-4.09%,+10.03%,-5.39%,17,Good
GILB,Global IME Laghubitta Bittiya Sanstha,Microcredit,"1,154.59",32.67,35.34,5.85,7.5,16.56,1.95,+70.32%,+106.77%,-18.70%,-10.36%,+0.40%,+0.85%,-9.64%,17,Good
HDL,Himalayan Distillery,Manufacturing And Processing,"1,169.80",24.31,48.11,9.68,0.16,20.11,17.35,+396.76%,+193.19%,+106.98%,-12.66%,+0.95%,+2.26%,-3.82%,17,Good
HURJA,Himalaya Urja Bikas Company Limited,Hydro Power,274.00,10.56,25.95,2.86,0.9,11.02,5.8,+57.85%,+56.53%,-21.07%,+2.02%,+2.70%,+24.60%,+13.24%,17,Good
JBBL,Jyoti Bikas Bank,Development Bank,364.00,14.16,25.7,2.35,9.85,9.13,0.84,+342.56%,+92.42%,+121.28%,+4.09%,+7.37%,+12.69%,+6.38%,17,Good
KMCDB,Kalika Laghubitta Bittiya Sanstha,Microcredit,901.50,26.09,34.55,5.47,6.28,15.84,2.18,+187.61%,+96.09%,+30.73%,-14.00%,-2.49%,-8.22%,-17.45%,17,Good
KSBBL,Kamana Sewa Bikas Bank Limited,Development Bank,475.00,20.43,23.25,3.0,10.8,12.92,1.1,+99.69%,+91.44%,-0.16%,+3.78%,+1.50%,+10.00%,+9.56%,17,Good
MAKAR,Makar Jitumaya Suri Hydropower Limited,Hydro Power,503.10,21.06,23.89,4.38,2.18,18.34,5.76,+184.88%,+97.12%,+42.44%,+6.33%,-7.18%,-5.96%,-29.73%,17,Good
NABIL,Nabil Bank,Commercial Banks,517.50,29.69,17.43,2.41,9.14,13.84,1.37,+170.90%,+95.90%,+14.32%,-10.90%,+2.68%,+5.55%,+6.64%,17,Good
PMHPL,Panchakanya Mai Hydropower,Hydro Power,350.00,15.26,22.93,4.12,1.73,17.96,6.57,+128.87%,+93.63%,+14.43%,+5.39%,-10.03%,+12.32%,+18.21%,17,Good
RSDC,RSDC Laghubitta Bittiya Sanstha Ltd.,Microcredit,696.00,14.83,46.93,5.56,3.95,11.85,2.4,+263.24%,+104.33%,+81.62%,-2.26%,+3.88%,+10.04%,-4.60%,17,Good
SADBL,Shangrila Development Bank,Development Bank,426.80,16.21,26.33,2.79,10.08,10.58,0.95,+243.04%,+92.05%,+63.35%,-2.90%,+0.42%,+8.02%,+4.60%,17,Good
SBL,Siddhartha Bank,Commercial Banks,394.00,17.93,21.97,1.87,10.18,8.49,0.76,+309.35%,+95.53%,+94.93%,-3.13%,+1.97%,+5.91%,+35.97%,17,Good
SHL,Soaltee Hotel,Hotels,492.00,6.8,72.32,17.11,0.3,23.65,18.22,+181.24%,+132.46%,+40.62%,+1.60%,-1.95%,+0.61%,+1.43%,17,Good
SMFBS,Swabhimaan Laghubitta Bittiya Sanstha Ltd,Microcredit,"1,703.00",38.11,44.68,8.26,9.79,18.48,1.71,+264.30%,+104.13%,+82.15%,+7.19%,+1.13%,+3.84%,-5.87%,17,Good
SWBBL,Swabalamban Bikas Bank,Microcredit,750.00,19.73,38.02,3.43,5.6,9.03,1.37,+198.25%,+85.25%,+41.17%,-4.10%,+0.42%,+1.49%,-8.68%,17,Good
TPC,Terhathum Power Company Limited,Hydro Power,386.00,16.54,23.34,3.83,0.49,16.4,11.0,+17.60%,+38.39%,-41.20%,+1.24%,-1.28%,+6.48%,+19.37%,17,Good
UHEWA,Upper Hewakhola Hydropower Company Limited,Hydro Power,575.00,29.81,19.29,4.37,1.37,22.63,9.53,+43.78%,+62.31%,-28.11%,+4.49%,+0.88%,+6.09%,-22.67%,17,Good
USHEC,Upper Solu Hydro Electric Company Limited,Hydro Power,495.00,28.69,17.26,4.19,2.05,24.29,7.97,+66.21%,+82.56%,-16.89%,+4.84%,+3.06%,+7.87%,-18.93%,17,Good
AKPL,Arun Kabeli Power Ltd.,Hydro Power,271.89,7.93,34.28,2.62,0.83,7.65,4.18,+166.33%,+97.39%,+33.17%,+2.45%,-0.37%,+12.12%,+18.93%,16,Good
ALBSL,Asha Laghubitta Bittiya Sanstha Ltd,Microcredit,"1,196.80",31.29,38.25,7.57,8.25,19.79,2.14,+462.55%,+107.63%,+156.87%,-10.14%,+6.67%,-2.06%,+45.00%,16,Good
